Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title
1,1,1,4.0,0,2,81.8583,10,2,8
1,2,0,13.0,0,1,19.5,147,2,9
1,1,1,34.0,0,0,26.55,147,2,12
1,3,0,5.0,2,1,19.2583,147,0,9
1,1,1,52.0,0,0,30.5,50,2,7
0,2,1,36.0,1,2,27.75,147,2,12
0,3,1,28.0,1,0,19.9667,147,2,12
0,1,1,30.0,0,0,27.75,53,0,12
1,1,1,49.0,1,0,89.1042,86,0,12
0,3,1,28.0,0,0,8.05,147,2,12
1,3,1,29.0,0,0,7.8958,147,0,12
0,1,1,65.0,0,0,26.55,126,2,12
1,1,0,28.0,1,0,51.8625,97,2,13
1,2,0,50.0,0,0,10.5,147,2,9
0,3,1,28.0,0,0,7.75,147,1,12
1,1,1,48.0,0,0,26.55,117,2,12
0,3,1,34.0,0,0,8.05,147,2,12
0,1,1,47.0,0,0,38.5,133,2,12
0,2,1,48.0,0,0,13.0,147,2,12
0,3,1,28.0,0,0,8.05,147,2,12
0,3,1,38.0,0,0,7.05,147,2,12
0,2,1,28.0,0,0,0.0,147,2,12
0,1,1,56.0,0,0,26.55,147,2,12
0,3,1,28.0,0,0,7.725,147,1,12
1,3,0,0.75,2,1,19.2583,147,0,9
0,3,1,28.0,0,0,7.25,147,2,12
0,3,1,38.0,0,0,8.6625,147,2,12
1,2,0,33.0,1,2,27.75,147,2,13
1,2,0,23.0,0,0,13.7917,90,0,13
0,3,0,22.0,0,0,9.8375,147,2,9
0,1,1,28.0,0,0,52.0,1,2,12
0,2,1,34.0,1,0,21.0,147,2,12
0,3,1,29.0,1,0,7.0458,147,2,12
0,3,1,22.0,0,0,7.5208,147,2,12
1,3,0,2.0,0,1,12.2875,147,2,9
0,3,1,9.0,5,2,46.9,147,2,8
0,2,1,28.0,0,0,0.0,147,2,12
0,3,1,50.0,0,0,8.05,147,2,12
1,3,0,63.0,0,0,9.5875,147,2,13
1,1,1,25.0,1,0,91.0792,31,0,12
0,3,0,28.0,3,1,25.4667,147,2,9
1,1,0,35.0,1,0,90.0,87,2,13
0,1,1,58.0,0,0,29.7,25,0,12
0,3,1,30.0,0,0,8.05,147,2,12
1,3,1,9.0,1,1,15.9,147,2,8
0,3,1,28.0,1,0,19.9667,147,2,12
0,3,1,21.0,0,0,7.25,147,2,12
0,1,1,55.0,0,0,30.5,64,2,12
0,1,1,71.0,0,0,49.5042,147,0,12
0,3,1,21.0,0,0,8.05,147,2,12
0,3,1,28.0,0,0,14.4583,147,0,12
1,1,0,54.0,1,0,78.2667,96,0,9
0,3,1,28.0,0,0,15.1,147,2,12
0,1,0,25.0,1,2,151.55,62,2,13
0,3,1,24.0,0,0,7.7958,147,2,12
0,3,1,17.0,0,0,8.6625,147,2,12
0,3,0,21.0,0,0,7.75,147,1,9
0,3,0,28.0,0,0,7.6292,147,1,9
0,3,0,37.0,0,0,9.5875,147,2,9
1,1,0,16.0,0,0,86.5,42,2,9
0,1,1,18.0,1,0,108.9,74,0,12
1,2,0,33.0,0,2,26.0,147,2,13
1,1,1,28.0,0,0,26.55,147,2,12
0,3,1,28.0,0,0,22.525,147,2,12
1,3,1,26.0,0,0,56.4958,147,2,12
1,3,1,29.0,0,0,7.75,147,1,12
0,3,1,28.0,0,0,8.05,147,2,12
1,1,1,36.0,0,0,26.2875,121,2,12
1,1,0,54.0,1,0,59.4,147,0,13
0,3,1,24.0,0,0,7.4958,147,2,12
0,1,1,47.0,0,0,34.0208,106,2,12
1,2,0,34.0,0,0,10.5,142,2,13
0,3,1,28.0,0,0,24.15,147,1,12
1,2,0,36.0,1,0,26.0,147,2,13
0,3,1,32.0,0,0,7.8958,147,2,12
1,1,0,30.0,0,0,93.5,39,2,9
0,3,1,22.0,0,0,7.8958,147,2,12
0,3,1,28.0,0,0,7.225,147,0,12
1,1,0,44.0,0,1,57.9792,17,0,13
0,3,1,28.0,0,0,7.2292,147,0,12
0,3,1,40.5,0,0,7.75,147,1,12
1,2,0,50.0,0,0,10.5,147,2,9
0,1,1,28.0,0,0,221.7792,88,2,12
0,3,1,39.0,0,0,7.925,147,2,12
0,2,1,23.0,2,1,11.5,147,2,12
1,2,0,2.0,1,1,26.0,147,2,9
0,3,1,28.0,0,0,7.2292,147,0,12
0,3,1,17.0,1,1,7.2292,147,0,12
1,3,0,28.0,0,2,22.3583,147,0,13
0,3,0,30.0,0,0,8.6625,147,2,9
1,2,0,7.0,0,2,26.25,147,2,9
0,1,1,45.0,0,0,26.55,26,2,7
1,1,0,30.0,0,0,106.425,147,0,9
0,3,1,28.0,0,0,14.5,147,2,12
1,1,0,22.0,0,2,49.5,27,0,9
1,1,0,36.0,0,2,71.0,20,2,9
0,3,0,9.0,4,2,31.275,147,2,9
0,3,0,11.0,4,2,31.275,147,2,9
1,2,1,32.0,1,0,26.0,147,2,12
0,1,1,50.0,1,0,106.425,82,0,12
0,1,1,64.0,0,0,26.0,147,2,12
1,2,0,19.0,1,0,26.0,147,2,13
1,2,1,28.0,0,0,13.8625,147,0,12
0,3,1,33.0,1,1,20.525,147,2,12
1,2,1,8.0,1,1,36.75,147,2,8
1,1,1,17.0,0,2,110.8833,77,0,12
0,2,1,27.0,0,0,26.0,147,2,12
0,3,1,28.0,0,0,7.8292,147,1,12
1,3,1,22.0,0,0,7.225,147,0,12
1,3,0,22.0,0,0,7.775,147,2,9
0,1,1,62.0,0,0,26.55,147,2,12
1,1,0,48.0,1,0,39.6,2,0,6
0,1,1,28.0,0,0,227.525,147,0,12
1,1,0,39.0,1,1,79.65,134,2,13
1,3,0,36.0,1,0,17.4,147,2,13
0,3,1,28.0,0,0,7.75,147,1,12
0,3,1,40.0,0,0,7.8958,147,2,12
0,2,1,28.0,0,0,13.5,147,2,12
0,3,1,28.0,0,0,8.05,147,2,12
0,3,0,28.0,0,0,8.05,147,2,9
0,3,1,24.0,2,0,24.15,147,2,12
0,3,1,19.0,0,0,7.8958,147,2,12
0,3,0,29.0,0,4,21.075,147,2,13
0,3,1,28.0,0,0,7.2292,147,0,12
1,3,1,32.0,0,0,7.8542,147,2,12
1,2,1,62.0,0,0,10.5,147,2,12
1,1,0,53.0,2,0,51.4792,48,2,13
1,1,1,36.0,0,0,26.3875,121,2,12
1,3,0,28.0,0,0,7.75,147,1,9
0,3,1,16.0,0,0,8.05,147,2,12
0,3,1,19.0,0,0,14.5,147,2,12
1,2,0,34.0,0,0,13.0,147,2,9
1,1,0,39.0,1,0,55.9,128,2,13
0,3,0,28.0,1,0,14.4583,147,0,13
1,3,1,32.0,0,0,7.925,147,2,12
1,2,0,25.0,1,1,30.0,147,2,9
1,1,0,39.0,1,1,110.8833,75,0,13
0,2,1,54.0,0,0,26.0,147,2,12
0,1,1,36.0,0,0,40.125,0,0,12
0,3,1,28.0,0,0,8.7125,147,0,12
1,1,0,18.0,0,2,79.65,135,2,9
0,2,1,47.0,0,0,15.0,147,2,12
1,1,1,60.0,1,1,79.2,29,0,12
0,3,1,22.0,0,0,8.05,147,2,12
0,3,1,28.0,0,0,8.05,147,2,12
0,3,1,35.0,0,0,7.125,147,2,12
1,1,0,52.0,1,0,78.2667,96,0,13
0,3,1,47.0,0,0,7.25,147,2,12
0,3,0,28.0,0,2,7.75,147,1,9
0,2,1,37.0,1,0,26.0,147,2,12
0,3,1,36.0,1,1,24.15,147,2,12
1,2,0,28.0,0,0,33.0,147,2,9
0,3,1,49.0,0,0,0.0,147,2,12
0,3,1,28.0,0,0,7.225,147,0,12
1,1,1,49.0,1,0,56.9292,4,0,16
1,2,0,24.0,2,1,27.0,147,2,13
0,3,1,28.0,0,0,7.8958,147,2,12
0,1,1,28.0,0,0,42.4,147,2,12
0,3,1,44.0,0,0,8.05,147,2,12
1,1,1,35.0,0,0,26.55,147,0,12
0,3,1,36.0,1,0,15.55,147,2,12
0,3,1,30.0,0,0,7.8958,147,2,12
1,1,1,27.0,0,0,30.5,147,2,12
1,2,0,22.0,1,2,41.5792,147,0,13
1,1,0,40.0,0,0,153.4625,57,2,9
0,3,0,39.0,1,5,31.275,147,2,13
0,3,1,28.0,0,0,7.05,147,2,12
1,3,0,28.0,1,0,15.5,147,1,9
0,3,1,28.0,0,0,7.75,147,1,12
0,3,1,35.0,0,0,8.05,147,2,12
1,2,0,24.0,1,2,65.0,147,2,9
0,3,1,34.0,1,1,14.4,147,2,12
0,3,0,26.0,1,0,16.1,147,2,13
1,2,0,4.0,2,1,39.0,144,2,9
0,2,1,26.0,0,0,10.5,147,2,12
0,3,1,27.0,1,0,14.4542,147,0,12
1,1,1,42.0,1,0,52.5542,95,2,12
1,3,1,20.0,1,1,15.7417,147,0,12
0,3,1,21.0,0,0,7.8542,147,2,12
0,3,1,21.0,0,0,16.1,147,2,12
0,1,1,61.0,0,0,32.3208,110,2,12
0,2,1,57.0,0,0,12.35,147,1,15
1,1,0,21.0,0,0,77.9583,114,2,9
0,3,1,26.0,0,0,7.8958,147,2,12
0,3,1,28.0,0,0,7.7333,147,1,12
1,1,1,80.0,0,0,30.0,5,2,12
0,3,1,51.0,0,0,7.0542,147,2,12
1,1,1,32.0,0,0,30.5,33,0,4
0,1,1,28.0,0,0,0.0,147,2,12
0,3,0,9.0,3,2,27.9,147,2,9
1,2,0,28.0,0,0,13.0,147,2,9
0,3,1,32.0,0,0,7.925,147,2,12
0,2,1,31.0,1,1,26.25,147,2,12
0,3,0,41.0,0,5,39.6875,147,2,13
0,3,1,28.0,1,0,16.1,147,2,12
0,3,1,20.0,0,0,7.8542,147,2,12
1,1,0,24.0,0,0,69.3,24,0,10
0,3,0,2.0,3,2,27.9,147,2,9
1,3,1,28.0,0,0,56.4958,147,2,12
1,3,0,0.75,2,1,19.2583,147,0,9
1,1,1,48.0,1,0,76.7292,101,0,12
0,3,1,19.0,0,0,7.8958,147,2,12
1,1,1,56.0,0,0,35.5,7,0,1
0,3,1,28.0,0,0,7.55,147,2,12
1,3,0,23.0,0,0,7.55,147,2,9
0,3,1,28.0,0,0,7.8958,147,2,12
1,2,0,18.0,0,1,23.0,147,2,9
0,3,1,21.0,0,0,8.4333,147,2,12
1,3,0,28.0,0,0,7.8292,147,1,9
0,3,0,18.0,0,0,6.75,147,1,9
0,2,1,24.0,2,0,73.5,147,2,12
0,3,1,28.0,0,0,7.8958,147,2,12
0,3,0,32.0,1,1,15.5,147,1,13
0,2,1,23.0,0,0,13.0,147,2,12
0,1,1,58.0,0,2,113.275,108,0,12
1,1,1,50.0,2,0,133.65,147,2,4
0,3,1,40.0,0,0,7.225,147,0,12
0,1,1,47.0,0,0,25.5875,132,2,12
0,3,1,36.0,0,0,7.4958,147,2,12
1,3,1,20.0,1,0,7.925,147,2,12
0,2,1,32.0,2,0,73.5,147,2,12
0,2,1,25.0,0,0,13.0,147,2,12
0,3,1,28.0,0,0,7.775,147,2,12
0,3,1,43.0,0,0,8.05,147,2,12
1,1,0,28.0,1,0,52.0,58,2,13
1,2,0,40.0,1,1,39.0,147,2,13
0,1,1,31.0,1,0,52.0,38,2,12
0,2,1,70.0,0,0,10.5,147,2,12
1,2,1,31.0,0,0,13.0,147,2,12
0,2,1,28.0,0,0,0.0,147,2,12
0,3,1,18.0,0,0,7.775,147,2,12
0,3,1,24.5,0,0,8.05,147,2,12
1,3,0,18.0,0,0,9.8417,147,2,9
0,3,0,43.0,1,6,46.9,147,2,13
1,1,1,36.0,0,1,512.3292,34,0,12
0,3,0,28.0,0,0,8.1375,147,1,9
1,1,1,27.0,0,0,76.7292,109,0,12
0,3,1,20.0,0,0,9.225,147,2,12
0,3,1,14.0,5,2,46.9,147,2,12
0,2,1,60.0,1,1,39.0,147,2,12
0,2,1,25.0,1,2,41.5792,147,0,12
0,3,1,14.0,4,1,39.6875,147,2,12
0,3,1,19.0,0,0,10.1708,147,2,12
0,3,1,18.0,0,0,7.7958,147,2,12
1,1,0,15.0,0,1,211.3375,32,2,9
1,1,1,31.0,1,0,57.0,19,2,12
1,3,0,4.0,0,1,13.4167,147,0,9
1,3,1,28.0,0,0,56.4958,147,2,12
0,3,1,25.0,0,0,7.225,147,0,12
0,1,1,60.0,0,0,26.55,147,2,1
0,2,1,52.0,0,0,13.5,147,2,12
0,3,1,44.0,0,0,8.05,147,2,12
1,3,0,28.0,0,0,7.7333,147,1,9
0,1,1,49.0,1,1,110.8833,75,0,12
0,3,1,42.0,0,0,7.65,139,2,12
1,1,0,18.0,1,0,227.525,73,0,13
1,1,1,35.0,0,0,26.2875,120,2,12
0,3,0,18.0,0,1,14.4542,147,0,9
0,3,1,25.0,0,0,7.7417,147,1,12
0,3,1,26.0,1,0,7.8542,147,2,12
0,2,1,39.0,0,0,26.0,147,2,12
1,2,0,45.0,0,0,13.5,147,2,13
1,1,1,42.0,0,0,26.2875,120,2,12
1,1,0,22.0,0,0,151.55,147,2,9
1,3,1,28.0,1,1,15.2458,147,0,8
1,1,0,24.0,0,0,49.5042,84,0,10
0,1,1,28.0,0,0,26.55,56,2,12
1,1,1,48.0,1,0,52.0,58,2,12
0,3,1,29.0,0,0,9.4833,147,2,12
0,2,1,52.0,0,0,13.0,147,2,12
0,3,1,19.0,0,0,7.65,140,2,12
1,1,0,38.0,0,0,227.525,66,0,9
1,2,0,27.0,0,0,10.5,116,2,9
0,3,1,28.0,0,0,15.5,147,1,12
0,3,1,33.0,0,0,7.775,147,2,12
1,2,0,6.0,0,1,33.0,147,2,9
0,3,1,17.0,1,0,7.0542,147,2,12
0,2,1,34.0,0,0,13.0,147,2,12
0,2,1,50.0,0,0,13.0,147,2,12
1,1,1,27.0,1,0,53.1,137,2,12
0,3,1,20.0,0,0,8.6625,147,2,12
1,2,0,30.0,3,0,21.0,147,2,13
1,3,0,28.0,0,0,7.7375,147,1,9
0,2,1,25.0,1,0,26.0,147,2,12
0,3,0,25.0,1,0,7.925,147,2,9
1,1,0,29.0,0,0,211.3375,32,2,9
0,3,1,11.0,0,0,18.7875,147,0,12
0,2,1,28.0,0,0,0.0,147,2,12
0,2,1,23.0,0,0,13.0,147,2,12
0,2,1,23.0,0,0,13.0,147,2,12
0,3,1,28.5,0,0,16.1,147,2,12
0,3,0,48.0,1,3,34.375,147,2,13
1,1,1,35.0,0,0,512.3292,15,0,12
0,3,1,28.0,0,0,7.8958,147,2,12
0,3,1,28.0,0,0,7.8958,147,2,12
1,1,1,28.0,0,0,30.0,105,2,12
0,1,1,36.0,1,0,78.85,67,2,12
1,1,0,21.0,2,2,262.375,35,0,9
0,3,1,24.0,1,0,16.1,147,2,12
1,3,1,31.0,0,0,7.925,147,2,12
0,1,1,70.0,1,1,71.0,20,2,0
0,3,1,16.0,1,1,20.25,147,2,12
1,2,0,30.0,0,0,13.0,147,2,9
0,1,1,19.0,1,0,53.1,100,2,12
0,3,1,31.0,0,0,7.75,147,1,12
1,2,0,4.0,1,1,23.0,147,2,9
1,3,1,6.0,0,1,12.475,118,2,8
0,3,1,33.0,0,0,9.5,147,2,12
0,3,1,23.0,0,0,7.8958,147,2,12
1,2,0,48.0,1,2,65.0,147,2,13
1,2,1,0.67,1,1,14.5,147,2,8
0,3,1,28.0,0,0,7.7958,147,2,12
0,2,1,18.0,0,0,11.5,147,2,12
0,3,1,34.0,0,0,8.05,147,2,12
1,1,0,33.0,0,0,86.5,40,2,2
0,3,1,28.0,0,0,14.5,147,2,12
0,3,1,41.0,0,0,7.125,147,2,12
1,3,1,20.0,0,0,7.2292,147,0,12
1,1,0,36.0,1,2,120.0,47,2,13
0,3,1,16.0,0,0,7.775,147,2,12
1,1,0,51.0,1,0,77.9583,92,2,13
0,1,1,28.0,0,0,39.6,147,0,4
0,3,0,30.5,0,0,7.75,147,1,9
0,3,1,28.0,1,0,24.15,147,1,12
0,3,1,32.0,0,0,8.3625,147,2,12
0,3,1,24.0,0,0,9.5,147,2,12
0,3,1,48.0,0,0,7.8542,147,2,12
0,2,0,57.0,0,0,10.5,136,2,13
0,3,1,28.0,0,0,7.225,147,0,12
1,2,0,54.0,1,3,23.0,147,2,13
0,3,1,18.0,0,0,7.75,147,2,12
0,3,1,28.0,0,0,7.75,143,1,12
1,3,0,5.0,0,0,12.475,147,2,9
0,3,1,28.0,0,0,7.7375,147,1,12
1,1,0,43.0,0,1,211.3375,22,2,13
1,3,0,13.0,0,0,7.2292,147,0,9
1,1,0,17.0,1,0,57.0,19,2,13
0,1,1,29.0,0,0,30.0,112,2,12
0,3,1,28.0,1,2,23.45,147,2,12
0,3,1,25.0,0,0,7.05,147,2,12
0,3,1,25.0,0,0,7.25,147,2,12
1,3,0,18.0,0,0,7.4958,147,2,9
0,3,1,8.0,4,1,29.125,147,1,8
1,3,1,1.0,1,2,20.575,147,2,8
0,1,1,46.0,0,0,79.2,44,0,12
0,3,1,28.0,0,0,7.75,147,1,12
0,2,1,16.0,0,0,26.0,147,2,12
0,3,0,28.0,8,2,69.55,147,2,9
0,1,1,28.0,0,0,30.6958,147,0,12
0,3,1,25.0,0,0,7.8958,147,2,12
0,2,1,39.0,0,0,13.0,147,2,12
1,1,0,49.0,0,0,25.9292,94,2,4
1,3,0,31.0,0,0,8.6833,147,2,13
0,3,1,30.0,0,0,7.2292,147,0,12
0,3,0,30.0,1,1,24.15,147,2,13
0,2,1,34.0,0,0,13.0,147,2,12
1,2,0,31.0,1,1,26.25,147,2,13
1,1,1,11.0,1,2,120.0,47,2,8
1,3,1,0.42,0,1,8.5167,147,0,8
1,3,1,27.0,0,0,6.975,147,2,12
0,3,1,31.0,0,0,7.775,147,2,12
0,1,1,39.0,0,0,0.0,11,2,12
0,3,0,18.0,0,0,7.775,147,2,9
0,2,1,39.0,0,0,13.0,147,2,12
1,1,0,33.0,1,0,53.1,137,2,13
0,3,1,26.0,0,0,7.8875,147,2,12
0,3,1,39.0,0,0,24.15,147,2,12
0,2,1,35.0,0,0,10.5,147,2,12
0,3,0,6.0,4,2,31.275,147,2,9
0,3,1,30.5,0,0,8.05,147,2,12
0,1,1,28.0,0,0,0.0,16,2,12
0,3,0,23.0,0,0,7.925,147,2,9
0,2,1,31.0,1,1,37.0042,147,0,12
0,3,1,43.0,0,0,6.45,147,2,12
0,3,1,10.0,3,2,27.9,147,2,8
1,1,0,52.0,1,1,93.5,37,2,13
1,3,1,27.0,0,0,8.6625,147,2,12
0,1,1,38.0,0,0,0.0,147,2,5
1,3,0,27.0,0,1,12.475,118,2,13
0,3,1,2.0,4,1,39.6875,147,2,8
0,3,1,28.0,0,0,6.95,147,1,12
0,3,1,28.0,0,0,56.4958,147,2,12
1,2,1,1.0,0,2,37.0042,147,0,8
1,3,1,28.0,0,0,7.75,147,1,12
1,1,0,62.0,0,0,80.0,21,3,13
1,3,0,15.0,1,0,14.4542,147,0,13
1,2,1,0.83,1,1,18.75,147,2,8
0,3,1,28.0,0,0,7.2292,147,0,12
0,3,1,23.0,0,0,7.8542,147,2,12
0,3,1,18.0,0,0,8.3,147,2,12
1,1,0,39.0,1,1,83.1583,130,0,9
0,3,1,21.0,0,0,8.6625,147,2,12
0,3,1,28.0,0,0,8.05,147,2,12
1,3,1,32.0,0,0,56.4958,147,2,12
1,1,1,28.0,0,0,29.7,68,0,12
0,3,1,20.0,0,0,7.925,147,2,12
0,2,1,16.0,0,0,10.5,147,2,12
1,1,0,30.0,0,0,31.0,147,0,9
0,3,1,34.5,0,0,6.4375,147,0,12
0,3,1,17.0,0,0,8.6625,147,2,12
0,3,1,42.0,0,0,7.55,147,2,12
0,3,1,28.0,8,2,69.55,147,2,12
0,3,1,35.0,0,0,7.8958,147,0,12
0,2,1,28.0,0,1,33.0,147,2,15
1,1,0,28.0,1,0,89.1042,86,0,13
0,3,1,4.0,4,2,31.275,147,2,8
0,3,1,74.0,0,0,7.775,147,2,12
0,3,0,9.0,1,1,15.2458,147,0,9
1,1,0,16.0,0,1,39.4,99,2,9
0,2,0,44.0,1,0,26.0,147,2,13
1,3,0,18.0,0,1,9.35,147,2,13
1,1,0,45.0,1,1,164.8667,147,2,13
1,1,1,51.0,0,0,26.55,119,2,12
1,3,0,24.0,0,3,19.2583,147,0,13
0,3,1,28.0,0,0,7.2292,147,0,12
0,3,1,41.0,2,0,14.1083,147,2,12
0,2,1,21.0,1,0,11.5,147,2,12
1,1,0,48.0,0,0,25.9292,94,2,13
0,3,0,28.0,8,2,69.55,147,2,9
0,2,1,24.0,0,0,13.0,147,2,12
1,2,0,42.0,0,0,13.0,147,2,13
1,2,0,27.0,1,0,13.8583,147,0,9
0,1,1,31.0,0,0,50.4958,6,2,12
0,3,1,28.0,0,0,9.5,147,2,12
1,3,1,4.0,1,1,11.1333,147,2,8
0,3,1,26.0,0,0,7.8958,147,2,12
1,1,0,47.0,1,1,52.5542,102,2,13
0,1,1,33.0,0,0,5.0,34,2,12
0,3,1,47.0,0,0,9.0,147,2,12
1,2,0,28.0,1,0,24.0,147,0,13
1,3,0,15.0,0,0,7.225,147,0,9
0,3,1,20.0,0,0,9.8458,147,2,12
0,3,1,19.0,0,0,7.8958,147,2,12
0,3,1,28.0,0,0,7.8958,147,2,12
1,1,0,56.0,0,1,83.1583,70,0,13
1,2,0,25.0,0,1,26.0,147,2,13
0,3,1,33.0,0,0,7.8958,147,2,12
0,3,0,22.0,0,0,10.5167,147,2,9
0,2,1,28.0,0,0,10.5,147,2,12
0,3,1,25.0,0,0,7.05,147,2,12
0,3,0,39.0,0,5,29.125,147,1,13
0,2,1,27.0,0,0,13.0,147,2,15
1,1,0,19.0,0,0,30.0,30,2,9
0,3,0,28.0,1,2,23.45,147,2,9
1,1,1,26.0,0,0,30.0,60,0,12
0,3,1,32.0,0,0,7.75,147,1,12
